cik,year
0001001316,2016
0001001316,2017
0001001316,2018
0001001316,2019
0001001316,2020
0000795551,2008
0000795551,2009
0000795551,2010
0000795551,2011
0000795551,2012
0000025743,2013
0000025743,2014
0000025743,2015
0000025743,2016
0000025743,2017
0001489096,2015
0001489096,2016
0001489096,2017
0001489096,2018
0001489096,2019
0001489096,2020
0001489096,2021
0001489096,2022
0000097854,2007
0000097854,2008
0000097854,2009
0000097854,2010
0000097854,2011
0000350907,2012
0000350907,2013
0000350907,2014
0000910638,2006
0000910638,2007
0000910638,2008
0000910638,2009
0000910638,2010
0000910638,2011
0000910638,2012
0000910638,2013
0000910638,2014
0000910638,2016
0000910638,2017
0000910638,2018
0000910638,2019
0000910638,2020
0000910638,2021
0000910638,2022
0001409171,2018
0001409171,2019
0001409171,2020
0001409171,2021
0001409171,2022
0000842295,2008
0000842295,2009
0000842295,2010
0000842295,2011
0000842295,2012
0000842295,2013
0000842295,2014
0000842295,2015
0000842295,2016
0000842295,2017
0000842295,2018
0000737758,2011
0000737758,2012
0000737758,2013
0000737758,2014
0000737758,2015
0000737758,2016
0000737758,2017
0000737758,2018
0000737758,2019
0000737758,2020
0000737758,2021
0000737758,2022
0001017303,2006
0001017303,2007
0001017303,2008
0001017303,2009
0001017303,2010
0001017303,2011
0001017303,2012
0001260221,2014
0001260221,2015
0001260221,2016
0001260221,2017
0001260221,2018
0001260221,2019
0001260221,2020
0001693415,2016
0001693415,2017
0001693415,2018
0001693415,2019
0001693415,2020
0001756262,2018
0001756262,2019
0001756262,2020
0001756262,2021
0001756262,2022
0001438533,2016
0001438533,2017
0001438533,2018
0001438533,2019
0001438533,2020
0001438533,2021
0001438533,2022
0001630627,2020
0001630627,2021
0001630627,2022
0000850429,2010
0000850429,2011
0000850429,2012
0000850429,2013
0000850429,2014
0000850429,2015
0000850429,2016
0000850429,2017
0000850429,2018
0000850429,2019
0000850429,2020
0000850429,2021
0001429560,2014
0001429560,2015
0001429560,2016
0001429560,2017
0001429560,2018
0001429560,2019
0001429560,2020
0001429560,2021
0001429560,2022
0001595585,2018
0001595585,2019
0001595585,2020
0001595585,2021
0000864749,2010
0000864749,2011
0000864749,2012
0000864749,2013
0000864749,2014
0000864749,2015
0000864749,2016
0000864749,2017
0000864749,2018
0000864749,2019
0000864749,2020
0000864749,2021
0000864749,2022
0000099780,2007
0000099780,2008
0000099780,2009
0000099780,2010
0000099780,2011
0000099780,2012
0000099780,2013
0000099780,2014
0000099780,2015
0000099780,2016
0000099780,2017
0000099780,2018
0000099780,2019
0000099780,2020
0000099780,2021
0000099780,2022
0000913885,2011
0000913885,2012
0000913885,2013
0001213037,2014
0001213037,2015
0001213037,2016
0001213037,2017
0001213037,2018
0001213037,2019
0001213037,2020
0001213037,2021
0001008654,2006
0001008654,2007
0001008654,2008
0001008654,2009
0001008654,2010
0001008654,2011
0001008654,2012
0001595893,2018
0001595893,2019
0001595893,2020
0001595893,2021
0001581280,2018
0001581280,2019
0001581280,2020
0001581280,2021
0001581280,2022
0001537917,2018
0001537917,2019
0001537917,2020
0001537917,2021
0001537917,2022
0000914156,2008
0000914156,2009
0000914156,2010
0000914156,2011
0000914156,2012
0000914156,2013
0000914156,2014
0000914156,2015
0000914156,2016
0000914156,2017
0000914156,2018
0000914156,2019
0000914156,2020
0000914156,2021
0000912767,2018
0000912767,2019
0000912767,2020
0000912767,2021
0000912767,2022
0000896264,2008
0000896264,2009
0000896264,2010
0000896264,2011
0000896264,2012
0000896264,2013
0000896264,2014
0000896264,2015
0000896264,2016
0000896264,2017
0000896264,2018
0000896264,2019
0000896264,2020
0000896264,2021
0000875657,2006
0000875657,2007
0000875657,2008
0000875657,2009
0000875657,2010
0000875657,2011
0000875657,2012
0001515673,2013
0001515673,2014
0001515673,2015
0001515673,2016
0001515673,2017
0001515673,2018
0001515673,2019
0001515673,2020
0001515673,2021
0000909791,2012
0000909791,2013
0000909791,2014
0000909791,2015
0000909791,2016
0001476170,2007
0001476170,2008
0001476170,2009
0001476170,2010
0001476170,2011
0001476170,2012
0001476170,2013
0000101295,2007
0000101295,2008
0000101295,2009
0000101295,2010
0000101295,2011
0000101295,2012
0000101295,2013
0001020859,2010
0001020859,2011
0001020859,2012
0001020859,2013
0001020859,2014
0001020859,2015
0001020859,2016
0001665918,2013
0001665918,2014
0001665918,2015
0001665918,2016
0001665918,2017
0001665918,2018
0001665918,2019
0000102037,2009
0000102037,2010
0000102037,2011
0000102037,2012
0000102037,2013
0000102037,2014
0000102037,2015
0000102037,2016
0000102037,2017
0000102037,2018
0000102037,2019
0000102037,2020
0001005284,2009
0001005284,2010
0001005284,2011
0001005284,2012
0001005284,2013
0001005284,2014
0001005284,2015
0001005284,2016
0001005284,2017
0001005284,2018
0001005284,2019
0001005284,2020
0001005284,2021
0001005284,2022
0000101984,2009
0000101984,2010
0000101984,2011
0000101984,2012
0000101984,2013
0000101984,2014
0000101984,2015
0001463361,2018
0001463361,2019
0001463361,2020
0001463361,2021
0001463361,2022
0000706698,2008
0000706698,2009
0000706698,2010
0000706698,2011
0000706698,2012
0000706698,2013
0000706698,2014
0000807707,2010
0000807707,2011
0000807707,2012
0000807707,2013
0000807707,2014
0000807707,2015
0000807707,2016
0000807707,2017
0000807707,2018
0001641489,2014
0001641489,2015
0001641489,2016
0001641489,2017
0001641489,2018
0001641489,2019
0001641489,2020
0001641489,2021
0001412232,2012
0001412232,2013
0001412232,2014
0001412232,2015
0001412232,2016
0000059255,2006
0000059255,2007
0000059255,2008
0000059255,2009
0000059255,2010
0000059255,2011
0000059255,2012
0000059255,2013
0000059255,2014
0000059255,2015
0000059255,2016
0000059255,2017
0000059255,2018
0001674910,2016
0001674910,2017
0001674910,2018
0001674910,2019
0001674910,2020
0001674910,2021
0001674910,2022
0001347178,2008
0001347178,2009
0001347178,2010
0001347178,2011
0001347178,2012
0001347178,2013
0001347178,2014
0001347178,2015
0001347178,2016
0001347178,2017
0001347178,2018
0001347178,2019
0001347178,2020
0001347178,2021
0001347178,2022
0001253176,2020
0001253176,2021
0001253176,2022
0001681622,2015
0001681622,2016
0001681622,2017
0001681622,2018
0001681622,2019
0001681622,2020
0001681622,2021
0001681622,2022
0000203527,2011
0000203527,2012
0000203527,2013
0000203527,2014
0000203527,2015
0000203527,2016
0000203527,2017
0000203527,2018
0000203527,2019
0000203527,2020
0001030206,2007
0001030206,2008
0001030206,2009
0001030206,2010
0001030206,2011
0001030206,2012
0001030206,2013
0001030206,2014
0000103145,2008
0000103145,2009
0000103145,2010
0000103145,2011
0000103145,2012
0000103145,2013
0000103145,2014
0000103145,2015
0000072444,2017
0000072444,2018
0000072444,2019
0000072444,2020
0000072444,2021
0000072444,2022
0001384101,2013
0001384101,2014
0001384101,2015
0001384101,2016
0001384101,2017
0001384101,2018
0001384101,2019
0001384101,2020
0001384101,2021
0001049210,2008
0001049210,2009
0001049210,2010
0001049210,2011
0001049210,2012
0001312073,2006
0001312073,2007
0001312073,2008
0001312073,2009
0001312073,2010
0000887359,2013
0000887359,2014
0000887359,2015
0000887359,2016
0000887359,2017
0000887359,2018
0000887359,2019
0000887359,2020
0000887359,2021
0001421182,2015
0001421182,2016
0001421182,2017
0001421182,2018
0001421182,2019
0001421182,2020
0001421182,2021
0000875320,2006
0000875320,2007
0000875320,2008
0000875320,2009
0000875320,2010
0000875320,2011
0000875320,2012
0001660690,2014
0001660690,2015
0001660690,2016
0001660690,2017
0001660690,2018
0001674101,2020
0001674101,2021
0001674101,2022
0001101169,2008
0001101169,2009
0001101169,2010
0001101169,2011
0001101169,2012
0001101169,2013
0001101169,2014
0000912093,2009
0000912093,2010
0000912093,2011
0000912093,2012
0000912093,2013
0000912093,2014
0000912093,2015
0000912093,2016
0000912093,2017
0000912093,2018
0000912093,2019
0000912093,2020
0000912093,2021
0000912093,2022
0001792044,2010
0001792044,2011
0001792044,2012
0001792044,2013
0001792044,2014
0001792044,2015
0001792044,2016
0001792044,2017
0001792044,2018
0001792044,2019
0001792044,2020
0001792044,2021
0000751978,2006
0000751978,2007
0000751978,2008
0000751978,2009
0000751978,2010
0000751978,2011
0000751978,2012
0000751978,2013
0000751978,2014
0000751978,2015
0000751978,2016
0000751978,2017
0000751978,2018
0000751978,2019
0001597313,2014
0001597313,2015
0001597313,2016
0001597313,2017
0001597313,2018
0001597313,2019
0001597313,2020
0001597313,2021
0001597313,2022
0001607678,2015
0001607678,2016
0001607678,2017
0001607678,2018
0001607678,2019
0001607678,2020
0001607678,2021
0001607678,2022
0000103595,2011
0000103595,2012
0000103595,2013
0000103595,2014
0000103595,2015
0000103595,2016
0000103595,2017
0000103595,2018
0001706431,2018
0001706431,2019
0001706431,2020
0001706431,2021
0001706431,2022
0000946840,2008
0000946840,2009
0000946840,2010
0000946840,2011
0000946840,2012
0000103730,2014
0000103730,2015
0000103730,2016
0000103730,2017
0000103730,2018
0000103730,2019
0000103730,2020
0000103730,2021
0000103730,2022
0001487952,2009
0001487952,2010
0001487952,2011
0001487952,2012
0001487952,2013
0001487952,2014
0001487952,2015
0001487952,2016
0001487952,2017
0001487952,2018
0001487952,2019
0001487952,2020
0001487952,2021
0001487952,2022
0001616318,2015
0001616318,2016
0001616318,2017
0001616318,2018
0001616318,2019
0001616318,2020
0001616318,2021
0001111335,2014
0001111335,2015
0001111335,2016
0001111335,2017
0001111335,2018
0001111335,2019
0001111335,2020
0000880446,2008
0000880446,2009
0000880446,2010
0000880446,2011
0000880446,2012
0000880446,2013
0000880446,2014
0000879682,2018
0000879682,2019
0000879682,2020
0000879682,2021
0000881524,2013
0000881524,2014
0000881524,2015
0000881524,2016
0000881524,2017
0000881524,2018
0000881524,2019
0001716166,2018
0001716166,2019
0001716166,2020
0001716166,2021
0001716166,2022
0001354217,2008
0001354217,2009
0001354217,2010
0001354217,2011
0001354217,2012
0001354217,2013
0001050550,2009
0001050550,2010
0001050550,2011
0001050550,2012
0001640266,2013
0001640266,2014
0001640266,2015
0001640266,2016
0001640266,2017
0001640266,2018
0001640266,2019
0001640266,2020
0001640266,2021
0001640266,2022
0001390844,2007
0001390844,2008
0001390844,2009
0001390844,2010
0001390844,2011
0001390844,2012
0001390844,2013
0001390844,2014
0001390844,2015
0001390844,2016
0001390844,2017
0001390844,2018
0001390844,2019
0000879526,2010
0000879526,2011
0000879526,2012
0000879526,2013
0000879526,2014
0000879526,2015
0000879526,2016
0000879526,2017
0000879526,2018
0000879526,2019
0000879526,2020
0000879526,2021
0000879526,2022
0001319161,2020
0001319161,2021
0001319161,2022
0001000697,2014
0001000697,2015
0001000697,2016
0001000697,2017
0001000697,2018
0001000697,2019
0001000697,2020
0000105016,2009
0000105016,2010
0000105016,2011
0000105016,2012
0000105016,2013
0000105016,2014
0000105016,2015
0000105016,2016
0000105016,2018
0000105016,2019
0000105016,2020
0000105016,2021
0000105016,2022
0000105076,2007
0000105076,2008
0000105076,2009
0000105076,2010
0000105076,2011
0000105076,2012
0000105076,2013
0001616707,2013
0001616707,2014
0001616707,2015
0001616707,2016
0001616707,2017
0001616707,2018
0001616707,2019
0001650962,2014
0001650962,2015
0001650962,2016
0001650962,2017
0001650962,2018
0001650962,2019
0001650962,2020
0001650962,2021
0000030697,2014
0000030697,2015
0000030697,2016
0000030697,2017
0000030697,2018
0000030697,2019
0000030697,2020
0000030697,2021
0001378718,2011
0001378718,2012
0001378718,2013
0001378718,2014
0001378718,2015
0001378718,2016
0001378718,2017
0000929008,2012
0000929008,2013
0000929008,2014
0000929008,2015
0000929008,2016
0000929008,2017
0000929008,2018
0000105770,2013
0000105770,2014
0000105770,2015
0000105770,2016
0000105770,2017
0000105770,2018
0000105770,2019
0000106040,2007
0000106040,2008
0000106040,2009
0000106040,2010
0000106040,2011
0000106040,2012
0000106040,2013
0000106040,2014
0000106040,2015
0000106040,2016
0000106040,2017
0000106040,2018
0000106040,2019
0000106040,2020
0000106040,2021
0000106040,2022
0001339048,2009
0001339048,2010
0001339048,2011
0001339048,2012
0001339048,2013
0001339048,2014
0001339048,2015
0001262823,2012
0001262823,2013
0001262823,2014
0001262823,2015
0001262823,2016
0001262823,2017
0001262823,2018
0001732845,2012
0001732845,2013
0001732845,2014
0001732845,2015
0001732845,2016
0001732845,2017
0001732845,2018
0001361872,2009
0001361872,2010
0001361872,2011
0001555365,2012
0001555365,2013
0001555365,2014
0001555365,2015
0001555365,2016
0000107687,2011
0000107687,2012
0000107687,2013
0000107687,2014
0000107687,2015
0000107687,2016
0000107687,2017
0000107687,2018
0000107687,2019
0000107687,2020
0000107687,2021
0000107687,2022
0000789460,2013
0000789460,2014
0000789460,2015
0000789460,2016
0000789460,2017
0000789460,2018
0000789460,2019
0000108516,2009
0000108516,2010
0000108516,2011
0000108516,2012
0000108516,2013
0000108516,2014
0000108516,2015
0001326732,2013
0001326732,2014
0001326732,2015
0001326732,2016
0001326732,2017
0001326732,2018
0001326732,2019
0001326732,2020
0001326732,2021
0001130591,2012
0001130591,2013
0001130591,2014
0001130591,2015
0001287151,2010
0001287151,2011
0001287151,2012
0001287151,2013
0001287151,2014
0001287151,2015
0001287151,2016
0000791908,2008
0000791908,2009
0000791908,2010
0000791908,2011
0000791908,2012
0000791908,2013
0000791908,2014
0000791908,2015
0000791908,2016
0000791908,2017
0000791908,2018
0000791908,2019
0000791908,2020
0000791908,2021
0000791908,2022
0001524472,2011
0001524472,2012
0001524472,2013
0001524472,2014
0001524472,2015
0001524472,2016
0001524472,2017
0001453593,2020
0001453593,2021
0001453593,2022
0001501697,2018
0001501697,2019
0001501697,2020
0001501697,2021
0001501697,2022
0001770450,2007
0001770450,2008
0001770450,2009
0001770450,2010
0001770450,2011
0001770450,2012
0001770450,2013
0001867096,2018
0001867096,2019
0001867096,2020
0001867096,2021
0001867096,2022
0001722964,2016
0001722964,2017
0001722964,2018
0001722964,2019
0001722964,2020
0001722964,2021
0001722964,2022
0001670592,2018
0001670592,2019
0001670592,2020
0001670592,2021
0001670592,2022
0000949874,2007
0000949874,2008
0000949874,2009
0000949874,2010
0000949874,2011
0001374690,2013
0001374690,2014
0001374690,2015
0001374690,2016
0001374690,2017
0001374690,2018
0001374690,2019
0000877212,2011
0000877212,2012
0000877212,2013
0000877212,2014
0000877212,2015
0000877212,2016
0000877212,2017
0001136869,2012
0001136869,2013
0001136869,2014
0001136869,2015
0001136869,2016
0001136869,2017
0001136869,2018
0000890923,2009
0000890923,2010
0000890923,2011
0000890923,2012
0000890923,2013
0001375151,2008
0001375151,2009
0001375151,2010
0001375151,2011
0001375151,2012
0001375151,2013
0001375151,2014
0001375151,2015
0001375151,2016
0001375151,2017
0001375151,2018
0001375151,2019
0001375151,2020
0001375151,2021
0001555280,2012
0001555280,2013
0001555280,2014
0001555280,2015
0001555280,2016
0001555280,2017
0001555280,2018
0001555280,2019
0001555280,2020
0001555280,2021
0001594879,2013
0001594879,2014
0001594879,2015
0001439288,2015
0001439288,2016
0001439288,2017
0001439288,2018
0001439288,2019
0001439288,2020
0001439288,2021
0001439288,2022
0001621443,2018
0001621443,2019
0001621443,2020
0001621443,2021
0001621443,2022
